13824 48 150.0696 9.3794 9.3794
1	1	0	0	0
2	1	0.78161	0.78161	0
3	1	0.78161	0	0.78161
4	1	0	0.78161	0.78161
5	1	1.5632	0	0
6	1	2.3448	0.78161	0
7	1	2.3448	0	0.78161
8	1	1.5632	0.78161	0.78161
9	1	3.1265	0	0
10	1	3.9081	0.78161	0
11	1	3.9081	0	0.78161
12	1	3.1265	0.78161	0.78161
13	1	4.6897	0	0
14	1	5.4713	0.78161	0
15	1	5.4713	0	0.78161
16	1	4.6897	0.78161	0.78161
17	1	6.2529	0	0
18	1	7.0345	0.78161	0
19	1	7.0345	0	0.78161
20	1	6.2529	0.78161	0.78161
21	1	7.8161	0	0
22	1	8.5977	0.78161	0
23	1	8.5977	0	0.78161
24	1	7.8161	0.78161	0.78161
25	2	9.3794	0	0
26	2	10.161	0.78161	0
27	2	10.161	0	0.78161
28	2	9.3794	0.78161	0.78161
29	2	10.943	0	0
30	2	11.724	0.78161	0
31	2	11.724	0	0.78161
32	2	10.943	0.78161	0.78161
33	2	12.506	0	0
34	2	13.287	0.78161	0
35	2	13.287	0	0.78161
36	2	12.506	0.78161	0.78161
37	2	14.069	0	0
38	2	14.851	0.78161	0
39	2	14.851	0	0.78161
40	2	14.069	0.78161	0.78161
41	2	15.632	0	0
42	2	16.414	0.78161	0
43	2	16.414	0	0.78161
44	2	15.632	0.78161	0.78161
45	2	17.195	0	0
46	2	17.977	0.78161	0
47	2	17.977	0	0.78161
48	2	17.195	0.78161	0.78161
49	1	0	0	1.5632
50	1	0.78161	0.78161	1.5632
51	1	0.78161	0	2.3448
52	1	0	0.78161	2.3448
53	1	1.5632	0	1.5632
54	1	2.3448	0.78161	1.5632
55	1	2.3448	0	2.3448
56	1	1.5632	0.78161	2.3448
57	1	3.1265	0	1.5632
58	1	3.9081	0.78161	1.5632
59	1	3.9081	0	2.3448
60	1	3.1265	0.78161	2.3448
61	1	4.6897	0	1.5632
62	1	5.4713	0.78161	1.5632
63	1	5.4713	0	2.3448
64	1	4.6897	0.78161	2.3448
65	1	6.2529	0	1.5632
66	1	7.0345	0.78161	1.5632
67	1	7.0345	0	2.3448
68	1	6.2529	0.78161	2.3448
69	1	7.8161	0	1.5632
70	1	8.5977	0.78161	1.5632
71	1	8.5977	0	2.3448
72	1	7.8161	0.78161	2.3448
73	2	9.3794	0	1.5632
74	2	10.161	0.78161	1.5632
75	2	10.161	0	2.3448
76	2	9.3794	0.78161	2.3448
77	2	10.943	0	1.5632
78	2	11.724	0.78161	1.5632
79	2	11.724	0	2.3448
80	2	10.943	0.78161	2.3448
81	2	12.506	0	1.5632
82	2	13.287	0.78161	1.5632
83	2	13.287	0	2.3448
84	2	12.506	0.78161	2.3448
85	2	14.069	0	1.5632
86	2	14.851	0.78161	1.5632
87	2	14.851	0	2.3448
88	2	14.069	0.78161	2.3448
89	2	15.632	0	1.5632
